hip4,ankle4,hip1,ankle1,hip2,ankle2,hip3,ankle3
1.472421619099841,1.4652967318006054,1.3368611493224303,1.3848454689328344,1.4554635750917018,0.956758017432348,1.2189085976364031,1.3127957097102427
1.4880250892337017,1.4696971699405204,1.496972391719111,1.4631378618619775,1.4697263949629829,1.004752643983753,1.3633214622567014,1.1860981081602988
1.472059819974188,1.472094430015334,1.367300841643091,1.3956782926033282,1.469934216244658,0.9071389408036497,1.2050749139790395,1.4953623259124793
1.4734843764719168,1.4726815763462602,1.4124031807204138,1.4092972863950881,1.3959011253724916,0.7001234378933494,1.3932359952175508,0.7553470934593107
1.4503064977137732,1.4809047874893715,0.9851745968719381,1.1646812034424625,1.4598787918553984,0.8875870148866314,1.4064358644651052,1.3413987405890275
1.4964802137726172,1.468446133455085,0.9216875327298426,1.3763128374844509,1.4446316076533117,1.2299068672507814,1.4390336878876289,1.402324613939403
1.4509107531043828,1.4968298430779492,1.4810174686106397,1.1058961344471983,1.484798642361704,0.9306472242124568,1.3380052204247375,0.8624456443301254
1.4286021531520277,1.4756654992313525,1.0577439527745802,0.5591780913929753,1.2869417182486291,1.3260495092806392,1.1405327737620228,1.4633757256724742
1.4929006972391679,1.463912387142848,1.248579547002483,1.2962925501366658,1.4207784325912798,1.0725461282715796,1.4701040827244674,1.2088380098747604
1.4154425204112484,1.4769950280108413,1.1662221837976365,0.6500514199989307,1.485935168118154,0.9740158517474635,1.3001515005630673,1.4564098382487767
1.458735341462252,1.4707528105345526,1.3352691830020422,1.2566857981488058,1.4678394870286215,0.8860818475086082,1.3629317783680008,0.8249954623607383
1.4810525331078952,1.4778730103248479,1.4188611915452611,0.8646347386982419,1.4486421239319192,0.5774396937864421,1.4809854029995067,1.142616888800317
1.4482266131400923,1.4727915190339615,1.4862696520606211,1.179901447222176,1.4282460745729568,0.9844953209783307,1.482924999529672,0.8765039688747027
1.3849396180826838,1.4737091194180993,0.7164797282748604,1.3035396558596646,1.4676863820706643,0.7686946988423191,1.309232999349582,0.7083730843350591
1.4571087756275323,1.481500404238345,1.1029144050188298,1.295184383000746,1.4986802343744525,1.4016715311406653,1.3258391613505545,1.3677970792515854
1.4806665982675888,1.4773637217148703,0.6688488413194142,1.4363021629333432,1.4795710234787869,0.8453114661607318,1.4247756819551,0.6316305850818427
1.4475030784621645,1.4654802381661447,0.9539631879714183,0.6775868097409461,1.4090222148466658,1.2070932285123748,1.2702558670458335,1.4219060711068818
1.45433194006996,1.4741712647431648,1.371364122282158,0.6708848849614037,1.4400484496524044,1.2310232060865915,1.1466891605431675,0.9945932828550051
1.4600606817375525,1.4418952114746282,1.0677155614270113,1.4638383580436098,1.4850803213438244,0.7546689669044525,1.2309191246430313,1.132388232954621
1.440095615833874,1.461951952320164,1.2197357200042274,1.2966537157696783,1.4516694883154249,1.085289870105998,1.0274273689180176,1.0860737667923872
1.4958207980302238,1.4878178209610269,1.4735216384095455,0.6445381160274828,1.4880623193715512,0.699797415129277,1.3621669455303231,1.3100761667946763
1.4509278859469594,1.4800211715031286,1.2561300007251899,1.3790199054280896,1.468116402844739,1.0040739790304283,1.386230582691482,1.1217607621864503
1.466093968590292,1.4479541583705713,1.3967432293311743,1.1364174215890492,1.401862978231954,0.8498287904646395,1.4670107448864707,0.8471411127236281
1.4836567993198633,1.4809053113335333,0.9817015207162958,1.0219843801110207,1.4771347964582995,0.865325597796059,1.3431238485247938,1.0141483907337479
1.4370433061359091,1.4602007600693514,0.9701429243612363,1.4491738926618554,1.429199338090865,0.9209226371439313,1.4286614110500464,1.4905304678674598
1.4723114068296546,1.4726528171448716,1.151856119611236,1.2631607763448178,1.4974389673941995,0.8207275176319113,1.403006665491076,0.9231042018437934
1.4654640228295832,1.4814798489852579,1.0142875900678874,1.4602074548749866,1.4924069806607339,1.4451240328762012,1.433770816105893,1.1318370062925416
1.4878503633013316,1.4722842061854964,1.3975051446822286,1.4177854262184082,1.4301964947943326,0.9633758972623792,1.458638197181739,0.7279739576169165
1.4872548535277943,1.4619525627558905,1.124971820688239,1.1924395894468658,1.4849768728706216,0.8792350208493467,1.4821447963523853,1.1025250418495718
1.4911246079862568,1.4985148958299859,1.235636874046476,1.023629803112673,1.4551209199958839,0.8059307425633883,1.3578541748757003,1.0869360110641735
1.4270713173219332,1.4214658355969136,1.4588033958801239,0.7877520683452762,1.4172988913126023,0.913411656647821,1.405005565640025,1.4531028734240015
1.4171012688222322,1.4543272538264618,1.2544828189534716,0.9515163216169098,1.4622757572552239,1.1425989425778798,1.23412135587502,1.3899071270657195
1.479669445671811,1.494395491072178,1.448724482000498,1.2522665702808702,1.4680969826578756,0.9137917832728806,1.4107099201317321,0.7977157055061911
1.4688026032807382,1.4971535934744695,1.4636185885545765,1.3637304730044966,1.489242643102826,0.8646777237497345,1.3905489420748287,1.455253594045668
1.4768880073722745,1.4903132812096032,1.4452250479075655,1.3715779518176445,1.4437965215639763,0.6508561286660924,1.2447817206350886,1.226296224223604
