hip4,ankle4,hip1,ankle1,hip2,ankle2,hip3,ankle3
1.4663196997731112,1.4394750638413536,1.4248997258594915,1.2505565659883944,1.3929746253701953,1.180373543521894,1.4860222717405895,1.1730858705032103
1.4200959877988004,1.4518121922939438,1.3211094231675062,1.2387571119131855,1.4459576914456158,1.393843657760269,1.3379468495221494,0.9835199289482652
1.4697188352182202,1.484558748201425,1.2601771744492112,1.0434097567192415,1.4729243899424302,0.7849167953949939,1.4081040395976574,1.2580217550368606
1.4717671194120734,1.4456682897407167,1.3256796406280849,1.226397655831378,1.488770638805339,0.7063961220273963,1.4774623604002928,1.0404445526536419
1.4354129184720579,1.4824625610984996,1.361735339093817,1.4486111550126322,1.4819162151693202,0.738497361344104,1.4666443898367039,0.7369670498216234
1.4518843635337622,1.4807591437151695,1.2522305664360536,1.3432907365586662,1.4529586265592536,1.1317091019799026,1.217491908360305,0.9698016831078522
1.4777940862489243,1.4940699373516844,1.4898903527258922,1.3617938571450159,1.461031937543778,0.8083620696457536,1.3412252093694839,1.4560609504454636
1.4389851958588173,1.45262912917966,0.8619247136431711,1.1336391045358094,1.4501023436855363,1.0049263761898413,1.444532465341155,1.4353269491697098
1.4449642662493305,1.4580673162378317,1.2811181473877393,1.448014270568252,1.445061318059257,1.4189294360566975,1.459106198826177,1.1627949581926718
1.4646965793183888,1.463423178329804,1.000864777765231,1.4855049537501388,1.4488291837626626,1.0436612030612777,1.3464716527860343,0.7996772521203669
1.4676078728247948,1.4576444343057973,1.145045420512927,0.6364161414400801,1.4733991144339689,1.1906724646411866,1.1980618752046737,1.3681110461319737
1.4556432189412898,1.453961019360773,1.4200454633781319,1.306120257660042,1.4957635669204752,0.9401589841120526,1.3601627863813084,0.5293911441201379
1.4789092696250374,1.4960217615371014,1.22183969852399,0.9363823713713247,1.4979580873961866,1.0890605047092379,1.2356700871744668,1.2832212025175591
1.48693728929792,1.4934996056970777,0.8311355934389807,0.7445595585072424,1.491187804850457,0.8571284084181949,1.439219700508189,1.4413837146077046
1.482985548972805,1.4604575719020552,0.5274298092807063,1.4575216900035952,1.423100123718954,0.9785888385331484,1.0640987209541184,1.0850507892745325
1.4575054297760621,1.4552583807536221,1.1300775168445736,1.401916311928196,1.4914484999356339,1.2895133455822494,1.0628327504033868,1.4660579410562176
1.3620909979200462,1.4674193228003953,1.2008125668167564,1.3428809413263423,1.2766513579331389,1.3962688089538469,1.4066577682758186,0.8516076952479672
1.4654481822485423,1.4833692838196915,1.1260940481440207,1.0078930481588637,1.495829145407664,0.783453962594239,1.1546397861913804,0.9402350497289647
1.4189519949244231,1.4626997655520861,1.3809338518753265,1.379419283188635,1.471020047435073,1.3185337333873937,1.3203084069144135,0.7733741603685639
1.4866463046316127,1.467014990074173,1.4652032561790196,1.0241370376696106,1.4499321224171886,0.718982922380334,1.4006741662259534,0.8419017919278993
1.4490312603254716,1.4893494435744135,1.3475667131357243,1.2558509617933615,1.467011059804436,0.8638698287638137,1.415315908856986,0.8377948181744502
1.4811016403083963,1.4754900215514253,1.3680910887354076,0.9641221777063916,1.4504214628948389,0.874286246736822,1.4688756065753348,0.6324001622242748
1.4666907197308199,1.4795377579978617,1.4677450027968542,1.2138420093098974,1.48572704634087,0.8682779383417539,1.346650491318403,1.4210053970389618
1.4696413100702395,1.472890836417324,1.4589703708776076,1.4767898604200358,1.4621875081528557,0.8227570189610027,1.418537524653682,0.9332750825465956
1.4735387136760845,1.4841287577296214,1.4956849193651631,0.7778274594153156,1.4293667877787968,1.1221334498014148,1.002506534696309,1.0789630014747207
1.4510966301333674,1.486684579895475,1.2143556304436092,1.2535712918683928,1.4996856308942328,0.970952761185057,1.3805352986794168,1.0287636827483762
1.4740651819493462,1.4918250042393164,1.4599625135552339,0.8719979245823919,1.4717818222803187,0.8627288268763672,1.128995777975525,0.7897971926545165
1.481146300881543,1.4975866119454437,1.0817306392550825,0.8421677188418955,1.4055289864804263,1.3741377701161448,0.9450539935075594,1.132471833965516
1.4480412304090315,1.4922107311415127,1.2836577275807795,1.4743344037572896,1.480127715369199,0.5254709286699182,1.3793848676513722,0.9144979193235248
1.4464848981546996,1.46814273355573,0.5037384495742047,1.3625397639459806,1.4597533184688647,0.9398765745845991,1.405520110027358,0.8000567848805835
1.4883899146577766,1.4745474984121287,1.1649617021245366,0.6661156905810622,1.4391579116022848,1.3126754977512989,1.2205370832612257,1.0066145691873676
1.4828492322421134,1.488953408283372,1.4733352958511512,0.7820137852340431,1.4483296975896824,0.9232786595431819,0.8988802588971476,1.0627796420471582
1.4956976230689756,1.4692793902802708,1.4040027927710437,1.3331092296541551,1.4710031452479748,0.759919429633934,1.3128079346740964,0.7941060610752888
1.4630574434092543,1.4419259908068924,0.9164642916233565,0.7288814790154807,1.4497558043566725,1.2245690959668485,1.304307654536668,1.3548199107911887
1.4872053622948695,1.4775999571336769,1.3229784218873044,0.7323156849824072,1.4330708762697357,1.2855745833998382,1.3232025170746042,1.4797554046540193
1.418465696123659,1.453943774111588,1.0445959433282914,1.422427091174098,1.4439694179507199,1.2774858783003422,1.3204828865954017,0.5337120593581387
1.478592057550601,1.4895322467857248,1.0422795095714872,0.7966858453652065,1.4560506746503803,1.2419533446637725,1.1859032582771052,1.458509008766669
1.4583421815743287,1.4736274474800095,1.35908002830744,1.1553362512131828,1.4440816291184229,0.9051158263617047,1.3505807178354905,1.207045683736617
1.498123396190915,1.4209108847665248,0.5799656231189025,1.1770730992127612,1.391625571895696,1.3215079395137839,1.4938685209691505,1.3257732030853764
1.4767312974022029,1.459741081993851,1.4234454721608503,1.2608261653557147,1.4410361476524696,0.5637687950094936,1.3641618475735884,1.1814212697322075
1.4629070651225795,1.4532926981128291,1.3218198268075623,1.117598488781963,1.4543669097182224,0.8304050357800481,1.4598637383591067,1.046221996619712
1.482529861308564,1.4863954986397128,1.0713424579667579,1.2762136281448702,1.4787995889305785,0.6163116177260617,1.337029720717354,1.4687886537793635
1.3887153036378572,1.449730968785357,1.3440843531163202,1.272370811244366,1.4870309803546098,0.6198875310952339,1.1708723712817406,0.8728224947021684
1.4818723181902795,1.4767554749054068,1.3085353801822184,1.4358771663654541,1.4926868903502397,0.6812509381517257,1.250438471472674,0.5935123559720417
1.4541616140732585,1.4895697690351528,1.3338454645224345,1.123858256354592,1.4932366763950387,0.8829683956535811,1.4238260262552287,0.9086581515223568
